,label
ENSG00000166450,2
ENSG00000166451,1
ENSG00000166452,2
ENSG00000166454,2
ENSG00000166471,2
ENSG00000166473,1
ENSG00000166477,2
ENSG00000166478,2
ENSG00000166479,2
ENSG00000166482,0
ENSG00000166483,2
ENSG00000166484,2
ENSG00000166501,2
ENSG00000166503,2
ENSG00000166508,1
ENSG00000166510,0
ENSG00000166523,0
ENSG00000166526,2
ENSG00000166527,0
ENSG00000166529,2
ENSG00000166532,2
ENSG00000166535,1
ENSG00000166546,1
ENSG00000166548,2
ENSG00000166557,1
ENSG00000166562,1
ENSG00000166575,2
ENSG00000166578,2
ENSG00000166579,2
ENSG00000166582,2
ENSG00000166589,2
ENSG00000166592,0
ENSG00000166595,2
ENSG00000166596,0
ENSG00000166598,2
ENSG00000166619,2
ENSG00000166669,2
ENSG00000166670,1
ENSG00000166676,2
ENSG00000166681,2
ENSG00000166685,2
ENSG00000166689,2
ENSG00000166704,2
ENSG00000166707,2
ENSG00000166710,2
ENSG00000166716,2
ENSG00000166734,2
ENSG00000166736,1
ENSG00000166741,2
ENSG00000166743,2
ENSG00000166747,2
ENSG00000166750,2
ENSG00000166762,2
ENSG00000166770,2
ENSG00000166780,2
ENSG00000166783,2
ENSG00000166788,2
ENSG00000166793,2
ENSG00000166794,2
ENSG00000166796,2
ENSG00000166797,2
ENSG00000166801,2
ENSG00000166803,1
ENSG00000166813,2
ENSG00000166816,2
ENSG00000166821,2
ENSG00000166822,2
ENSG00000166823,1
ENSG00000166825,2
ENSG00000166828,0
ENSG00000166831,2
ENSG00000166833,2
ENSG00000166839,2
ENSG00000166840,1
ENSG00000166845,2
ENSG00000166847,2
ENSG00000166848,2
ENSG00000166851,1
ENSG00000166855,2
ENSG00000166860,2
ENSG00000166866,2
ENSG00000166869,2
ENSG00000166881,2
ENSG00000166886,2
ENSG00000166887,2
ENSG00000166888,2
ENSG00000166889,2
ENSG00000166896,2
ENSG00000166897,2
ENSG00000166900,2
ENSG00000166902,2
ENSG00000166908,2
ENSG00000166912,0
ENSG00000166913,2
ENSG00000166920,1
ENSG00000166922,1
ENSG00000166923,1
ENSG00000166924,2
ENSG00000166925,2
ENSG00000166927,0
ENSG00000166928,0
ENSG00000166938,2
ENSG00000166946,2
ENSG00000166949,2
ENSG00000166959,0
ENSG00000166961,0
ENSG00000166963,2
ENSG00000166965,1
ENSG00000166971,2
ENSG00000166974,2
ENSG00000166979,2
ENSG00000166986,2
ENSG00000166987,2
ENSG00000166997,2
ENSG00000167004,2
ENSG00000167005,2
ENSG00000167034,2
ENSG00000167037,2
ENSG00000167065,2
ENSG00000167074,0
ENSG00000167077,2
ENSG00000167080,1
ENSG00000167081,2
ENSG00000167083,0
ENSG00000167085,2
ENSG00000167088,2
ENSG00000167094,0
ENSG00000167100,0
ENSG00000167103,1
ENSG00000167105,1
ENSG00000167106,2
ENSG00000167107,2
ENSG00000167110,2
ENSG00000167112,2
ENSG00000167113,2
ENSG00000167114,2
ENSG00000167118,2
ENSG00000167123,1
ENSG00000167130,2
ENSG00000167136,2
ENSG00000167157,1
ENSG00000167165,1
ENSG00000167173,2
ENSG00000167178,2
ENSG00000167182,2
ENSG00000167183,2
ENSG00000167186,2
ENSG00000167191,2
ENSG00000167193,2
ENSG00000167196,2
ENSG00000167202,2
ENSG00000167207,2
ENSG00000167208,2
ENSG00000167210,0
ENSG00000167216,2
ENSG00000167220,2
ENSG00000167232,2
ENSG00000167244,2
ENSG00000167257,2
ENSG00000167258,2
ENSG00000167261,0
ENSG00000167264,2
ENSG00000167272,2
ENSG00000167280,2
ENSG00000167283,2
ENSG00000167286,2
ENSG00000167291,2
ENSG00000167302,2
ENSG00000167306,2
ENSG00000167311,2
ENSG00000167315,2
ENSG00000167323,2
ENSG00000167325,2
ENSG00000167333,2
ENSG00000167363,2
ENSG00000167371,2
ENSG00000167377,2
ENSG00000167378,2
ENSG00000167380,2
ENSG00000167384,2
ENSG00000167393,1
ENSG00000167394,2
ENSG00000167395,2
ENSG00000167397,2
ENSG00000167434,0
ENSG00000167447,2
ENSG00000167460,2
ENSG00000167461,2
ENSG00000167468,2
ENSG00000167470,2
ENSG00000167476,1
ENSG00000167483,2
ENSG00000167487,2
ENSG00000167491,2
ENSG00000167508,2
ENSG00000167513,1
ENSG00000167515,2
ENSG00000167522,2
ENSG00000167523,2
ENSG00000167524,1
ENSG00000167525,2
ENSG00000167526,2
ENSG00000167528,2
ENSG00000167535,1
ENSG00000167536,1
ENSG00000167543,2
ENSG00000167548,2
ENSG00000167549,2
ENSG00000167550,2
ENSG00000167552,0
ENSG00000167553,2
ENSG00000167554,2
ENSG00000167555,2
ENSG00000167562,2
ENSG00000167565,2
ENSG00000167566,2
ENSG00000167578,2
ENSG00000167580,2
ENSG00000167588,0
ENSG00000167595,2
ENSG00000167600,2
ENSG00000167601,0
ENSG00000167604,2
ENSG00000167608,2
ENSG00000167613,0
ENSG00000167614,1
ENSG00000167615,2
ENSG00000167617,2
ENSG00000167618,2
ENSG00000167619,1
ENSG00000167625,2
ENSG00000167632,2
ENSG00000167635,2
ENSG00000167637,2
ENSG00000167641,0
ENSG00000167642,2
ENSG00000167645,2
ENSG00000167646,0
ENSG00000167653,1
ENSG00000167656,1
ENSG00000167657,2
ENSG00000167658,2
ENSG00000167664,2
ENSG00000167670,1
ENSG00000167671,2
ENSG00000167674,2
ENSG00000167676,2
ENSG00000167680,2
ENSG00000167685,2
ENSG00000167693,2
ENSG00000167695,2
ENSG00000167699,2
ENSG00000167700,1
ENSG00000167701,1
ENSG00000167702,1
ENSG00000167703,2
ENSG00000167705,0
ENSG00000167711,2
ENSG00000167716,2
ENSG00000167720,2
ENSG00000167721,2
ENSG00000167723,1
ENSG00000167733,2
ENSG00000167740,2
ENSG00000167741,2
ENSG00000167747,1
ENSG00000167748,2
ENSG00000167754,2
ENSG00000167755,1
ENSG00000167757,2
ENSG00000167759,1
ENSG00000167766,2
ENSG00000167767,1
ENSG00000167768,0
ENSG00000167770,2
ENSG00000167771,1
ENSG00000167772,1
ENSG00000167775,2
ENSG00000167778,2
ENSG00000167779,2
ENSG00000167785,2
ENSG00000167792,2
ENSG00000167797,2
ENSG00000167799,1
ENSG00000167815,2
ENSG00000167840,2
ENSG00000167842,2
ENSG00000167850,0
ENSG00000167851,2
ENSG00000167858,0
ENSG00000167861,1
ENSG00000167862,2
ENSG00000167863,2
ENSG00000167874,0
ENSG00000167880,2
ENSG00000167881,2
ENSG00000167889,2
ENSG00000167895,2
ENSG00000167900,1
ENSG00000167904,2
ENSG00000167912,2
ENSG00000167914,2
ENSG00000167920,2
ENSG00000167925,2
ENSG00000167930,2
ENSG00000167962,2
ENSG00000167964,1
ENSG00000167965,2
ENSG00000167967,2
ENSG00000167968,1
ENSG00000167969,2
ENSG00000167971,1
ENSG00000167972,0
ENSG00000167977,2
ENSG00000167978,2
ENSG00000167981,2
ENSG00000167984,2
ENSG00000167985,2
ENSG00000167986,2
ENSG00000167987,2
ENSG00000167992,2
ENSG00000167994,2
ENSG00000167995,2
ENSG00000167996,2
ENSG00000168000,2
ENSG00000168002,2
ENSG00000168003,2
ENSG00000168004,2
ENSG00000168005,2
ENSG00000168010,2
ENSG00000168014,2
ENSG00000168016,2
ENSG00000168026,2
ENSG00000168028,2
ENSG00000168032,2
ENSG00000168036,2
ENSG00000168038,2
ENSG00000168040,2
ENSG00000168056,2
ENSG00000168060,2
ENSG00000168061,2
ENSG00000168062,2
ENSG00000168066,2
ENSG00000168067,2
ENSG00000168070,1
ENSG00000168071,2
ENSG00000168077,2
ENSG00000168078,1
ENSG00000168079,0
ENSG00000168081,1
ENSG00000168090,2
ENSG00000168092,2
ENSG00000168096,2
ENSG00000168101,2
ENSG00000168116,2
ENSG00000168118,2
ENSG00000168137,2
ENSG00000168140,2
ENSG00000168143,1
ENSG00000168152,2
ENSG00000168159,2
ENSG00000168172,2
ENSG00000168175,2
ENSG00000168209,1
ENSG00000168214,2
ENSG00000168216,2
ENSG00000168228,2
ENSG00000168229,2
ENSG00000168234,1
ENSG00000168237,2
ENSG00000168243,1
ENSG00000168246,2
ENSG00000168255,1
ENSG00000168256,2
ENSG00000168259,2
ENSG00000168264,2
ENSG00000168268,2
ENSG00000168273,2
ENSG00000168275,1
ENSG00000168280,1
ENSG00000168283,2
ENSG00000168286,2
ENSG00000168288,2
ENSG00000168291,2
ENSG00000168297,2
ENSG00000168298,1
ENSG00000168300,2
ENSG00000168301,2
ENSG00000168303,2
ENSG00000168306,2
ENSG00000168309,0
ENSG00000168310,2
ENSG00000168329,0
ENSG00000168334,2
ENSG00000168350,2
ENSG00000168374,2
ENSG00000168385,2
ENSG00000168386,2
ENSG00000168389,0
ENSG00000168393,1
ENSG00000168394,2
ENSG00000168395,2
ENSG00000168397,2
ENSG00000168398,2
ENSG00000168404,2
ENSG00000168405,2
ENSG00000168411,2
ENSG00000168421,2
ENSG00000168427,2
ENSG00000168434,2
ENSG00000168438,2
ENSG00000168439,2
ENSG00000168447,2
ENSG00000168453,2
ENSG00000168461,2
ENSG00000168476,2
ENSG00000168477,0
ENSG00000168481,0
ENSG00000168484,0
ENSG00000168487,2
ENSG00000168488,2
ENSG00000168490,2
ENSG00000168491,2
ENSG00000168495,2
ENSG00000168496,1
ENSG00000168497,0
ENSG00000168502,2
ENSG00000168517,2
ENSG00000168522,2
ENSG00000168528,1
ENSG00000168538,2
ENSG00000168539,0
ENSG00000168542,1
ENSG00000168546,0
ENSG00000168556,2
ENSG00000168564,2
ENSG00000168566,2
ENSG00000168569,2
ENSG00000168575,2
ENSG00000168589,0
ENSG00000168591,2
ENSG00000168610,2
ENSG00000168612,2
ENSG00000168615,2
ENSG00000168621,1
ENSG00000168631,2
ENSG00000168646,2
ENSG00000168653,2
ENSG00000168658,0
ENSG00000168661,2
ENSG00000168672,2
ENSG00000168675,2
ENSG00000168676,2
ENSG00000168679,2
ENSG00000168685,0
ENSG00000168701,2
ENSG00000168702,1
ENSG00000168703,0
ENSG00000168710,2
ENSG00000168724,2
ENSG00000168734,0
ENSG00000168743,0
ENSG00000168754,1
ENSG00000168758,2
ENSG00000168763,2
ENSG00000168765,2
ENSG00000168769,2
ENSG00000168772,2
ENSG00000168778,2
ENSG00000168779,1
ENSG00000168781,2
ENSG00000168785,1
ENSG00000168792,2
ENSG00000168795,2
ENSG00000168803,2
ENSG00000168806,2
ENSG00000168807,2
ENSG00000168811,2
ENSG00000168813,2
ENSG00000168818,2
ENSG00000168824,2
ENSG00000168826,2
ENSG00000168827,2
ENSG00000168843,1
ENSG00000168852,2
ENSG00000168872,2
ENSG00000168874,0
ENSG00000168875,1
ENSG00000168876,2
ENSG00000168878,2
ENSG00000168883,2
ENSG00000168884,2
ENSG00000168887,2
ENSG00000168890,2
ENSG00000168894,2
ENSG00000168899,2
ENSG00000168904,2
ENSG00000168906,2
ENSG00000168907,0
ENSG00000168913,0
ENSG00000168916,2
ENSG00000168917,2
ENSG00000168918,2
ENSG00000168924,2
ENSG00000168936,2
ENSG00000168938,2
ENSG00000168939,2
ENSG00000168944,2
ENSG00000168952,0
ENSG00000168958,2
ENSG00000168961,2
ENSG00000168970,2
ENSG00000168993,1
ENSG00000168994,0
ENSG00000168995,0
ENSG00000169016,2
ENSG00000169018,2
ENSG00000169019,2
ENSG00000169020,2
ENSG00000169021,2
ENSG00000169026,2
ENSG00000169031,0
ENSG00000169032,2
ENSG00000169035,2
ENSG00000169045,2
ENSG00000169047,2
ENSG00000169057,2
ENSG00000169062,2
ENSG00000169064,0
ENSG00000169071,2
ENSG00000169083,2
ENSG00000169084,2
ENSG00000169087,2
ENSG00000169093,2
ENSG00000169100,2
ENSG00000169105,2
ENSG00000169116,2
ENSG00000169118,2
ENSG00000169122,2
ENSG00000169126,0
ENSG00000169129,2
ENSG00000169131,2
ENSG00000169136,2
ENSG00000169139,2
ENSG00000169155,2
ENSG00000169169,2
ENSG00000169174,0
ENSG00000169180,2
ENSG00000169184,2
ENSG00000169188,2
ENSG00000169189,2
ENSG00000169193,2
ENSG00000169213,1
ENSG00000169217,2
ENSG00000169218,0
ENSG00000169220,1
ENSG00000169221,2
ENSG00000169223,2
ENSG00000169224,0
ENSG00000169228,2
ENSG00000169230,2
ENSG00000169231,2
ENSG00000169239,2
ENSG00000169241,1
ENSG00000169242,2
ENSG00000169245,2
ENSG00000169246,2
ENSG00000169247,2
ENSG00000169248,2
ENSG00000169249,2
ENSG00000169251,2
ENSG00000169252,0
ENSG00000169255,0
ENSG00000169258,1
ENSG00000169282,0
ENSG00000169288,2
ENSG00000169291,2
ENSG00000169297,1
ENSG00000169299,2
ENSG00000169302,1
ENSG00000169313,0
ENSG00000169314,0
ENSG00000169330,1
ENSG00000169347,1
ENSG00000169359,2
ENSG00000169371,2
ENSG00000169372,2
ENSG00000169375,2
ENSG00000169379,0
ENSG00000169385,2
ENSG00000169398,2
ENSG00000169403,2
ENSG00000169410,2
ENSG00000169413,2
ENSG00000169418,0
ENSG00000169427,1
ENSG00000169429,2
ENSG00000169432,2
ENSG00000169435,1
ENSG00000169436,1
ENSG00000169439,0
ENSG00000169442,0
ENSG00000169446,2
ENSG00000169469,1
ENSG00000169474,1
ENSG00000169490,2
ENSG00000169495,2
ENSG00000169499,2
ENSG00000169504,2
ENSG00000169507,1
ENSG00000169508,2
ENSG00000169515,2
ENSG00000169519,2
ENSG00000169550,2
ENSG00000169554,0
ENSG00000169562,1
ENSG00000169564,2
ENSG00000169567,2
ENSG00000169570,2
ENSG00000169583,0
ENSG00000169592,2
ENSG00000169598,2
ENSG00000169599,2
ENSG00000169604,2
ENSG00000169607,1
ENSG00000169609,2
ENSG00000169612,2
ENSG00000169621,2
ENSG00000169627,1
ENSG00000169629,2
ENSG00000169635,2
ENSG00000169641,2
ENSG00000169660,2
ENSG00000169679,1
ENSG00000169682,2
ENSG00000169683,2
ENSG00000169684,1
ENSG00000169689,2
ENSG00000169692,2
ENSG00000169696,2
ENSG00000169710,2
ENSG00000169714,2
ENSG00000169715,2
ENSG00000169718,1
ENSG00000169727,2
ENSG00000169733,2
ENSG00000169738,2
ENSG00000169740,2
ENSG00000169744,0
ENSG00000169750,1
ENSG00000169752,2
ENSG00000169756,2
ENSG00000169758,2
ENSG00000169760,2
ENSG00000169762,2
ENSG00000169764,2
ENSG00000169783,1
ENSG00000169813,2
ENSG00000169814,2
ENSG00000169826,2
ENSG00000169851,1
ENSG00000169855,2
ENSG00000169856,1
ENSG00000169857,2
ENSG00000169860,0
ENSG00000169862,2
ENSG00000169871,2
ENSG00000169884,1
ENSG00000169891,0
ENSG00000169894,1
ENSG00000169895,2
ENSG00000169896,2
ENSG00000169902,2
ENSG00000169903,1
ENSG00000169905,2
ENSG00000169908,2
ENSG00000169914,2
ENSG00000169918,2
ENSG00000169919,2
ENSG00000169925,2
ENSG00000169926,0
ENSG00000169946,2
ENSG00000169951,2
ENSG00000169955,2
ENSG00000169957,2
ENSG00000169962,1
ENSG00000169964,2
ENSG00000169967,2
ENSG00000169972,1
ENSG00000169976,2
ENSG00000169981,2
ENSG00000169989,2
ENSG00000169991,2
ENSG00000169992,2
ENSG00000169994,0
ENSG00000170004,2
ENSG00000170006,2
ENSG00000170011,0
ENSG00000170017,2
ENSG00000170027,2
ENSG00000170035,2
ENSG00000170037,2
ENSG00000170043,2
ENSG00000170044,1
ENSG00000170049,2
ENSG00000170074,2
ENSG00000170075,1
ENSG00000170085,2
ENSG00000170088,2
ENSG00000170089,1
ENSG00000170092,2
ENSG00000170100,2
ENSG00000170113,2
ENSG00000170128,2
ENSG00000170142,2
ENSG00000170144,2
ENSG00000170145,2
ENSG00000170153,2
ENSG00000170160,2
ENSG00000170166,1
ENSG00000170175,1
ENSG00000170185,2
ENSG00000170190,2
ENSG00000170191,2
ENSG00000170209,2
ENSG00000170214,2
ENSG00000170222,2
ENSG00000170231,2
ENSG00000170234,2
ENSG00000170236,2
ENSG00000170242,2
ENSG00000170248,2
ENSG00000170260,2
ENSG00000170264,2
ENSG00000170265,2
ENSG00000170266,2
ENSG00000170270,2
ENSG00000170271,2
ENSG00000170275,2
ENSG00000170289,1
ENSG00000170291,2
ENSG00000170293,2
ENSG00000170298,1
ENSG00000170310,2
ENSG00000170312,1
ENSG00000170315,2
ENSG00000170322,2
ENSG00000170323,0
ENSG00000170324,2
ENSG00000170325,2
ENSG00000170340,2
ENSG00000170345,0
ENSG00000170348,2
ENSG00000170356,2
ENSG00000170364,2
ENSG00000170365,2
ENSG00000170367,0
ENSG00000170369,1
ENSG00000170373,1
ENSG00000170379,2
ENSG00000170381,2
ENSG00000170382,2
ENSG00000170385,2
ENSG00000170390,2
ENSG00000170396,2
ENSG00000170412,2
ENSG00000170417,1
ENSG00000170421,1
ENSG00000170425,2
ENSG00000170430,2
ENSG00000170439,1
ENSG00000170442,1
ENSG00000170445,2
ENSG00000170448,2
ENSG00000170456,2
ENSG00000170458,2
ENSG00000170464,2
ENSG00000170465,1
ENSG00000170468,2
ENSG00000170469,2
ENSG00000170471,2
ENSG00000170473,2
ENSG00000170476,1
ENSG00000170477,0
ENSG00000170482,2
ENSG00000170485,1
ENSG00000170498,1
ENSG00000170500,2
ENSG00000170502,2
ENSG00000170509,0
ENSG00000170515,2
ENSG00000170516,1
ENSG00000170522,1
ENSG00000170523,1
ENSG00000170525,2
ENSG00000170537,2
ENSG00000170540,2
ENSG00000170542,2
ENSG00000170545,2
ENSG00000170549,0
ENSG00000170558,1
ENSG00000170561,2
ENSG00000170571,1
ENSG00000170577,1
ENSG00000170579,2
ENSG00000170581,2
ENSG00000170584,2
ENSG00000170604,2
ENSG00000170606,2
ENSG00000170608,1
ENSG00000170615,2
ENSG00000170619,2
ENSG00000170624,2
ENSG00000170627,1
ENSG00000170629,2
ENSG00000170631,2
ENSG00000170632,2
ENSG00000170633,2
ENSG00000170634,2
ENSG00000170638,2
ENSG00000170653,2
ENSG00000170667,2
ENSG00000170677,2
ENSG00000170681,2
ENSG00000170684,2
ENSG00000170689,1
ENSG00000170703,0
ENSG00000170734,2
ENSG00000170745,2
ENSG00000170759,2
ENSG00000170775,1
ENSG00000170776,0
ENSG00000170779,1
ENSG00000170786,2
ENSG00000170791,2
ENSG00000170801,1
ENSG00000170802,2
ENSG00000170832,2
ENSG00000170835,1
ENSG00000170836,2
ENSG00000170837,2
ENSG00000170846,2
ENSG00000170852,2
ENSG00000170854,2
ENSG00000170855,2
ENSG00000170860,2
ENSG00000170871,2
ENSG00000170873,2
ENSG00000170876,2
ENSG00000170881,2
ENSG00000170889,2
ENSG00000170890,0
ENSG00000170891,2
ENSG00000170892,2
ENSG00000170899,2
ENSG00000170903,2
ENSG00000170906,2
ENSG00000170909,0
ENSG00000170915,2
ENSG00000170917,2
ENSG00000170919,2
ENSG00000170921,2
ENSG00000170927,1
ENSG00000170946,2
ENSG00000170949,2
ENSG00000170954,2
ENSG00000170955,2
ENSG00000170956,2
ENSG00000170959,0
ENSG00000170961,2
ENSG00000170962,2
ENSG00000170965,1
ENSG00000170989,0
ENSG00000171004,1
ENSG00000171016,2
ENSG00000171017,2
ENSG00000171033,2
ENSG00000171044,2
ENSG00000171045,2
ENSG00000171049,0
ENSG00000171051,0
ENSG00000171055,2
ENSG00000171056,0
ENSG00000171067,2
ENSG00000171084,1
ENSG00000171094,2
ENSG00000171100,2
ENSG00000171101,0
ENSG00000171103,2
ENSG00000171105,2
ENSG00000171109,2
ENSG00000171115,0
ENSG00000171119,2
ENSG00000171121,1
ENSG00000171124,1
ENSG00000171126,2
ENSG00000171130,2
ENSG00000171132,0
ENSG00000171135,2
ENSG00000171148,2
ENSG00000171150,2
ENSG00000171155,2
ENSG00000171159,2
ENSG00000171160,2
ENSG00000171161,2
ENSG00000171163,1
ENSG00000171169,2
ENSG00000171174,2
ENSG00000171202,2
ENSG00000171204,2
ENSG00000171206,2
ENSG00000171208,1
ENSG00000171219,2
ENSG00000171222,2
ENSG00000171223,0
ENSG00000171224,1
ENSG00000171227,2
ENSG00000171234,2
ENSG00000171236,2
ENSG00000171241,1
ENSG00000171243,0
ENSG00000171246,1
ENSG00000171262,2
ENSG00000171291,2
ENSG00000171295,2
ENSG00000171298,2
ENSG00000171302,2
ENSG00000171303,0
ENSG00000171307,2
ENSG00000171310,2
ENSG00000171311,2
ENSG00000171314,2
ENSG00000171316,2
ENSG00000171320,1
ENSG00000171345,1
ENSG00000171346,1
ENSG00000171357,2
ENSG00000171365,2
ENSG00000171368,0
ENSG00000171385,2
ENSG00000171388,0
ENSG00000171401,2
ENSG00000171408,2
ENSG00000171421,1
ENSG00000171425,2
ENSG00000171428,2
ENSG00000171431,1
ENSG00000171433,2
ENSG00000171435,2
ENSG00000171443,2
ENSG00000171444,0
ENSG00000171448,2
ENSG00000171450,1
ENSG00000171451,2
ENSG00000171453,2
ENSG00000171456,2
ENSG00000171462,2
ENSG00000171466,2
ENSG00000171467,2
ENSG00000171469,2
ENSG00000171475,2
ENSG00000171476,2
ENSG00000171488,0
ENSG00000171490,2
ENSG00000171492,2
ENSG00000171497,2
ENSG00000171502,1
ENSG00000171503,2
ENSG00000171509,0
ENSG00000171517,2
ENSG00000171522,0
ENSG00000171530,2
ENSG00000171533,0
ENSG00000171551,1
ENSG00000171552,2
ENSG00000171557,1
ENSG00000171560,1
ENSG00000171564,1
ENSG00000171566,2
ENSG00000171574,2
ENSG00000171595,0
ENSG00000171596,0
ENSG00000171603,2
ENSG00000171604,2
ENSG00000171606,2
ENSG00000171608,2
ENSG00000171611,0
ENSG00000171612,2
ENSG00000171617,1
ENSG00000171621,2
ENSG00000171631,1
ENSG00000171634,2
ENSG00000171649,2
ENSG00000171657,1
ENSG00000171658,1
ENSG00000171659,2
ENSG00000171680,2
ENSG00000171681,2
ENSG00000171700,2
ENSG00000171703,2
ENSG00000171714,2
ENSG00000171720,2
ENSG00000171723,2
ENSG00000171724,2
ENSG00000171729,2
ENSG00000171735,2
ENSG00000171747,1
ENSG00000171757,2
ENSG00000171759,1
ENSG00000171763,2
ENSG00000171766,2
ENSG00000171777,0
ENSG00000171790,2
ENSG00000171791,2
ENSG00000171792,2
ENSG00000171793,2
ENSG00000171798,2
ENSG00000171804,1
ENSG00000171806,2
ENSG00000171811,0
ENSG00000171812,2
ENSG00000171813,2
ENSG00000171817,2
ENSG00000171819,0
ENSG00000171823,2
ENSG00000171824,2
ENSG00000171827,2
ENSG00000171840,2
ENSG00000171843,2
ENSG00000171847,1
ENSG00000171848,1
ENSG00000171853,2
ENSG00000171858,2
ENSG00000171860,2
ENSG00000171861,2
ENSG00000171862,2
ENSG00000171863,2
ENSG00000171864,0
ENSG00000171865,2
ENSG00000171867,2
ENSG00000171873,0
ENSG00000171877,1
ENSG00000171885,0
ENSG00000171889,1
ENSG00000171903,1
ENSG00000171914,2
ENSG00000171916,1
ENSG00000171928,2
ENSG00000171940,1
ENSG00000171943,0
ENSG00000171951,1
ENSG00000171953,2
ENSG00000171956,1
ENSG00000171960,2
ENSG00000171962,0
ENSG00000171984,2
ENSG00000171988,2
ENSG00000171992,0
ENSG00000172005,0
ENSG00000172006,2
ENSG00000172007,2
ENSG00000172009,2
ENSG00000172020,1
ENSG00000172031,1
ENSG00000172037,0
ENSG00000172046,2
ENSG00000172053,2
ENSG00000172057,2
ENSG00000172059,2
ENSG00000172061,1
ENSG00000172062,2
ENSG00000172071,2
ENSG00000172081,2
ENSG00000172086,2
ENSG00000172113,2
ENSG00000172115,2
ENSG00000172116,2
ENSG00000172123,2
ENSG00000172137,2
ENSG00000172139,2
ENSG00000172156,2
ENSG00000172159,0
ENSG00000172164,2
ENSG00000172167,1
ENSG00000172171,2
ENSG00000172172,2
ENSG00000172175,2
ENSG00000172183,2
ENSG00000172197,2
ENSG00000172201,0
ENSG00000172215,2
ENSG00000172216,2
ENSG00000172232,2
ENSG00000172236,0
ENSG00000172239,2
ENSG00000172243,2
ENSG00000172244,1
ENSG00000172260,0
ENSG00000172262,2
ENSG00000172264,0
ENSG00000172269,2
ENSG00000172270,2
ENSG00000172273,2
ENSG00000172292,2
ENSG00000172296,2
ENSG00000172301,2
ENSG00000172315,2
ENSG00000172322,0
ENSG00000172331,2
ENSG00000172336,2
ENSG00000172339,2
ENSG00000172340,2
ENSG00000172345,2
ENSG00000172346,2
ENSG00000172348,2
ENSG00000172349,2
ENSG00000172354,2
ENSG00000172361,0
ENSG00000172366,1
ENSG00000172375,2
ENSG00000172379,2
ENSG00000172380,2
ENSG00000172382,1
ENSG00000172403,0
ENSG00000172409,2
ENSG00000172426,0
ENSG00000172428,2
ENSG00000172432,2
ENSG00000172456,2
ENSG00000172458,0
ENSG00000172460,2
ENSG00000172461,1
ENSG00000172465,2
ENSG00000172466,2
ENSG00000172469,2
ENSG00000172476,0
ENSG00000172478,2
ENSG00000172493,2
ENSG00000172500,2
ENSG00000172508,2
ENSG00000172530,2
ENSG00000172531,2
ENSG00000172534,2
ENSG00000172543,2
ENSG00000172548,1
ENSG00000172551,1
ENSG00000172572,2
ENSG00000172575,2
ENSG00000172578,2
ENSG00000172586,2
ENSG00000172590,2
ENSG00000172594,2
ENSG00000172602,2
ENSG00000172613,2
ENSG00000172638,2
ENSG00000172661,2
ENSG00000172663,2
ENSG00000172667,2
ENSG00000172671,2
ENSG00000172673,2
ENSG00000172687,1
ENSG00000172716,2
ENSG00000172724,1
ENSG00000172725,2
ENSG00000172728,2
ENSG00000172731,1
ENSG00000172732,2
ENSG00000172738,2
ENSG00000172748,2
ENSG00000172752,0
ENSG00000172757,2
ENSG00000172765,2
ENSG00000172766,2
ENSG00000172771,0
ENSG00000172775,2
ENSG00000172780,2
ENSG00000172782,1
ENSG00000172785,2
ENSG00000172794,2
ENSG00000172795,2
ENSG00000172803,2
ENSG00000172809,2
ENSG00000172817,2
ENSG00000172818,1
ENSG00000172819,2
ENSG00000172824,2
ENSG00000172828,1
ENSG00000172830,2
ENSG00000172831,2
ENSG00000172840,2
ENSG00000172845,2
ENSG00000172869,2
ENSG00000172878,2
ENSG00000172888,2
ENSG00000172889,2
ENSG00000172890,2
ENSG00000172893,2
ENSG00000172915,2
ENSG00000172922,2
ENSG00000172927,1
ENSG00000172932,2
ENSG00000172935,0
ENSG00000172936,2
ENSG00000172939,2
ENSG00000172943,2
ENSG00000172954,2
ENSG00000172955,2
ENSG00000172965,2
ENSG00000172974,2
ENSG00000172977,2
ENSG00000172985,2
ENSG00000172986,2
ENSG00000172987,0
ENSG00000172992,2
ENSG00000173011,2
ENSG00000173013,2
ENSG00000173020,2
ENSG00000173039,2
ENSG00000173040,2
ENSG00000173041,2
ENSG00000173064,2
ENSG00000173065,2
ENSG00000173068,2
ENSG00000173083,2
ENSG00000173085,2
ENSG00000173110,1
ENSG00000173113,2
ENSG00000173114,0
ENSG00000173120,2
ENSG00000173137,1
ENSG00000173141,2
ENSG00000173145,2
ENSG00000173153,2
ENSG00000173156,1
ENSG00000173163,2
ENSG00000173166,2
ENSG00000173171,2
ENSG00000173175,2
ENSG00000173193,2
ENSG00000173198,2
ENSG00000173200,2
ENSG00000173207,1
ENSG00000173208,2
ENSG00000173209,2
ENSG00000173210,0
ENSG00000173212,1
ENSG00000173214,2
ENSG00000173218,2
ENSG00000173221,2
ENSG00000173226,2
ENSG00000173227,1
ENSG00000173230,2
ENSG00000173237,1
ENSG00000173253,2
ENSG00000173258,2
ENSG00000173262,1
ENSG00000173264,2
ENSG00000173267,1
ENSG00000173269,0
ENSG00000173272,1
ENSG00000173273,2
ENSG00000173275,2
ENSG00000173276,2
ENSG00000173281,2
ENSG00000173295,2
ENSG00000173320,2
ENSG00000173327,2
ENSG00000173334,2
ENSG00000173369,0
ENSG00000173372,0
ENSG00000173376,0
ENSG00000173391,0
